Name,Weight Class,Height:,Weight:,Reach:,Age,Wins,Losses,Draws
Shamil Abdurakhimov,Heavyweight,6.25,235,76,38,20,5,0
Daichi Abe,Welterweight,5.92,170,71,27,6,2,0
Papy Abedi,Welterweight,5.92,185,74,41,9,3,0
Ricardo Abreu,Middleweight,5.92,185,73,35,5,3,0
Klidson Abreu,Light Heavyweight,6.0,205,74,26,15,3,0
Juan Adams,Heavyweight,6.42,265,80,27,5,2,0
Anthony Adams,Middleweight,6.0,185,77,31,7,1,0
Israel Adesanya,Middleweight,6.33,185,80,30,18,0,0
Jessica Aguilar,Women's Strawweight,5.25,115,63,37,20,8,0
Kevin Aguilar,Featherweight,5.58,145,73,31,17,2,0
Omari Akhmedov,Welterweight,6.0,185,73,32,19,4,1
Yoshihiro Akiyama,Welterweight,5.83,170,73,44,14,6,0
Rostem Akman,Welterweight,5.83,170,72,27,6,2,0
Mostapha Al-Turk,Heavyweight,6.17,245,77,46,6,6,0
Herdem Alacabek,Light Heavyweight,6.17,205,75,28,5,1,0
Heili Alateng,Women's Bantamweight,5.42,135,66,27,13,7,1
John Albert,Bantamweight,5.67,135,68,33,7,5,0
Junior Albini,Heavyweight,6.25,264,74,28,14,6,0
Alexandra Albu,Women's Strawweight,5.17,115,63,29,7,1,0
Iuri Alcantara,Bantamweight,5.75,135,71,39,35,10,0
Ildemar Alcantara,Welterweight,6.17,185,78,36,21,8,0
Irene Aldana,Women's Bantamweight,5.75,135,68,31,11,5,0
Hector Aldana,Welterweight,5.92,170,72,31,4,4,0
Jose Aldo,Featherweight,5.58,145,70,33,28,5,0
JJ Aldrich,Women's Strawweight,5.42,125,67,27,8,3,0
Jim Alers,Featherweight,5.75,145,71,33,13,3,0
John Alessio,Lightweight,5.83,155,72,40,34,16,0
Houston Alexander,Light Heavyweight,6.0,205,72,47,13,8,1
Marcio Alexandre Junior,Welterweight,6.0,185,75,30,17,4,0
Bill Algeo,Featherweight,6.0,145,73,30,12,3,0
Sultan Aliev,Welterweight,5.92,170,74,35,15,3,0
John Allan,Light Heavyweight,6.25,205,75,26,13,5,0
Arnold Allen,Featherweight,5.67,145,70,25,15,1,0
Brendan Allen,Middleweight,6.17,185,75,23,13,3,0
Benny Alloway,Welterweight,5.92,170,75,38,13,6,0
Ricardo Almeida,Welterweight,6.0,170,74,42,13,5,0
Thomas Almeida,Bantamweight,5.58,135,70,28,22,3,0
Ericka Almeida,Women's Strawweight,5.5,115,68,30,7,2,0
Eddie Alvarez,Lightweight,5.75,155,69,35,29,6,0
Jaime Alvarez,Flyweight,5.67,125,69,31,6,1,0
Joel Alvarez,Lightweight,6.25,155,77,25,16,2,0
Thiago Alves,Welterweight,5.75,170,70,36,28,14,0
Warlley Alves,Welterweight,5.92,170,72,28,14,3,0
Sam Alvey,Light Heavyweight,6.17,205,75,33,33,13,0
Adlan Amagov,Welterweight,6.17,170,76,32,13,2,1
Alen Amedovski,Middleweight,5.83,185,74,31,8,2,0
Makwan Amirkhani,Featherweight,5.83,145,72,30,15,3,0
Eryk Anders,Light Heavyweight,6.08,205,75,32,13,4,0
Corey Anderson,Light Heavyweight,6.25,205,79,30,13,4,0
Megan Anderson,Women's Featherweight,6.0,145,72,29,10,4,0
Jessica Andrade,Women's Strawweight,5.08,115,62,28,20,7,0
Viscardi Andrade,Welterweight,5.92,170,75,35,19,7,0
Dylan Andrews,Middleweight,6.08,185,73,39,18,8,0
Magomed Ankalaev,Light Heavyweight,6.25,205,75,27,11,1,0
Nina Ansaroff,Women's Strawweight,5.42,115,64,33,10,6,0
Gadzhimurad Antigulov,Light Heavyweight,5.92,205,70,32,20,6,0
Adam Antolin,Flyweight,5.42,125,63,37,12,3,0
Zu Anyanwu,Heavyweight,6.08,251,77,38,14,5,0
Shinsho Anzai,Welterweight,5.58,170,70,33,10,3,0
Josh Appelt,Heavyweight,5.83,255,73,36,15,6,0
Felipe Arantes,Bantamweight,5.67,135,73,31,18,10,1
Igor Araujo,Welterweight,6.08,170,77,38,25,8,0
Viviane Araujo,Women's Bantamweight,5.33,125,68,32,8,1,0
Julio Arce,Featherweight,5.58,145,70,29,16,3,0
Andrei Arlovski,Heavyweight,6.25,240,77,40,28,18,0
Austin Arnett,Featherweight,6.0,145,72,28,16,6,0
Akbarh Arreola,Lightweight,5.83,155,71,36,23,10,1
Matt Arroyo,Welterweight,5.83,170,72,37,3,3,0
Antonio Arroyo,Middleweight,6.25,185,73,30,8,2,0
Cesar Arzamendia,Lightweight,5.92,155,71,28,7,4,0
Teddy Ash,Middleweight,6.08,185,73,29,14,4,0
Askar Askarov,Flyweight,5.5,125,67,27,10,0,1
Cyril Asker,Heavyweight,6.0,247,74,33,9,4,0
Scott Askham,Middleweight,6.25,185,75,31,14,4,0
Ben Askren,Welterweight,5.92,170,73,35,19,1,0
Junior Assuncao,Featherweight,5.75,145,72,38,13,4,0
Raphael Assuncao,Bantamweight,5.42,135,66,37,27,7,0
Rich Attonito,Welterweight,5.83,170,72,42,10,5,0
Olivier Aubin-Mercier,Lightweight,5.75,155,70,30,12,5,0
Marcus Aurelio,Lightweight,5.83,155,74,46,21,10,0
Blas Avena,Welterweight,6.0,170,74,36,7,6,0
Chris Avila,Featherweight,5.83,145,72,26,5,4,0
Julia Avila,Women's Bantamweight,5.58,135,68,31,7,1,0
Jessin Ayari,Welterweight,6.0,155,73,27,16,5,0
Abu Azaitar,Middleweight,5.75,185,76,33,14,1,1
Ottman Azaitar,Lightweight,5.67,155,71,29,12,0,0
Hunter Azure,Bantamweight,5.67,135,69,27,8,0,0
Niklas Backstrom,Featherweight,6.08,145,74,30,8,2,0
Seth Baczynski,Welterweight,6.25,170,74,37,18,11,0
Ryan Bader,Light Heavyweight,6.17,205,74,36,23,5,0
Miguel Baeza,Welterweight,6.17,170,74,27,8,0,0
Ali Bagautinov,Flyweight,5.33,125,65,34,14,5,0
Mehdi Baghdad,Lightweight,6.08,155,75,34,11,4,0
Siyar Bahadurzada,Welterweight,5.92,170,73,35,24,8,1
Shamar Bailey,Lightweight,5.75,155,75,37,12,5,0
Oluwale Bamgbose,Middleweight,5.92,185,78,32,6,4,0
Marcin Bandel,Lightweight,5.83,155,70,30,13,4,0
Humberto Bandenay,Featherweight,5.92,145,71,25,14,7,0
Tae Hyun Bang,Lightweight,5.75,155,71,36,18,10,0
Antonio Banuelos,Bantamweight,5.42,135,63,40,19,7,1
Renan Barao,Bantamweight,5.5,135,70,32,36,8,0
Maycee Barber,Women's Flyweight,5.42,125,65,21,8,0,0
Bryan Barberena,Welterweight,6.0,170,72,30,14,7,0
Edson Barboza,Lightweight,5.92,155,75,33,20,8,0
Raoni Barcelos,Bantamweight,5.58,135,67,32,14,1,0
Luke Barnatt,Middleweight,6.5,185,77,31,8,3,0
Josh Barnett,Heavyweight,6.25,250,78,41,35,8,0
Phil Baroni,Middleweight,5.75,170,72,43,14,15,0
Peter Barrett,Lightweight,5.83,155,73,33,8,2,0
Marc-Andre Barriault,Middleweight,6.08,185,74,29,11,3,0
Francimar Barroso,Light Heavyweight,6.08,205,75,39,19,7,0
Pat Barry,Heavyweight,5.92,235,74,40,8,7,0
Enrique Barzola,Featherweight,5.58,145,70,30,17,4,1
Shayna Baszler,Women's Bantamweight,5.58,135,67,39,15,10,0
Danaa Batgerel,Women's Bantamweight,5.58,135,70,30,6,2,0
Mario Bautista,Bantamweight,5.75,135,69,26,7,1,0
Chris Beal,Bantamweight,5.58,125,69,34,10,3,0
Ariel Beck,Women's Flyweight,5.5,125,66,29,4,5,0
Johnny Bedford,Bantamweight,5.83,135,71,36,19,13,1
Chase Beebe,Bantamweight,5.58,135,67,34,19,8,1
Mirsad Bektic,Featherweight,5.67,145,70,28,13,2,0
Diana Belbita,Women's Flyweight,5.58,125,68,23,13,5,0
Alan Belcher,Middleweight,6.17,185,73,35,17,7,0
Vitor Belfort,Middleweight,6.0,185,74,42,26,14,0
Danilo Belluardo,Lightweight,6.0,155,74,25,12,5,0
Joey Beltran,Heavyweight,6.08,185,75,37,15,9,0
Marco Beltran,Catch Weight,5.67,125,69,33,8,7,0
Joseph Benavidez,Flyweight,5.33,125,65,35,28,5,0
Gabriel Benitez,Featherweight,5.67,145,71,31,21,8,0
DeAnna Bennett,Women's Flyweight,5.33,125,68,34,8,3,1
Lance Benoist,Welterweight,5.92,170,73,31,7,2,0
Ryan Benoit,Flyweight,5.42,125,68,30,10,5,0
Kenneth Bergh,Light Heavyweight,6.17,205,76,30,6,0,0
Keith Berish,Middleweight,6.0,205,73,33,5,1,0
Dennis Bermudez,Lightweight,5.5,155,66,32,18,9,0
Manny Bermudez,Bantamweight,5.83,145,71,25,14,2,0
Talita Bernardo,Women's Bantamweight,5.33,135,68,32,6,4,0
Matt Bessette,Featherweight,5.83,145,70,34,22,9,0
Arjan Bhullar,Heavyweight,6.08,245,75,33,9,1,0
Magomed Bibulatov,Flyweight,5.42,125,65,31,14,2,0
David Bielkheden,Lightweight,5.83,155,71,40,16,9,0
Anthony Birchak,Bantamweight,5.67,135,69,33,13,3,0
Chris Birchler,Light Heavyweight,6.25,205,79,32,7,3,0
Michael Bisping,Middleweight,6.08,185,75,40,31,9,0
Jan Blachowicz,Light Heavyweight,6.17,205,78,36,24,8,0
Brad Blackburn,Welterweight,5.83,170,73,42,18,13,1
Maximo Blanco,Featherweight,5.67,145,71,36,12,8,1
Curtis Blaydes,Heavyweight,6.33,265,80,28,12,2,0
Byron Bloodworth,Bantamweight,5.67,135,69,36,6,3,0
Mark Bocek,Lightweight,5.67,155,75,38,12,5,0
Kyle Bochniak,Featherweight,5.58,145,70,32,8,5,0
James Bochnovic,Middleweight,6.33,205,81,30,8,3,0
Tim Boetsch,Middleweight,6.0,185,74,38,21,13,0
Galore Bofando,Welterweight,5.92,170,72,37,5,3,0
Stephan Bonnar,Light Heavyweight,6.33,205,78,42,17,8,0
Rogerio Bontorin,Flyweight,5.42,125,67,27,16,1,0
Ray Borg,Bantamweight,5.33,135,63,26,12,4,0
Tanner Boser,Heavyweight,6.17,255,75,28,17,5,1
Steve Bosse,Light Heavyweight,5.92,205,72,38,12,2,0
Poliana Botelho,Women's Strawweight,5.67,115,67,30,8,2,0
Brian Bowles,Bantamweight,5.58,135,70,39,10,3,0
Roger Bowling,Lightweight,5.75,155,68,36,11,5,0
Kyle Bradley,Lightweight,5.75,155,71,37,15,8,0
Sean Brady,Welterweight,5.83,170,72,26,11,0,0
Ramiz Brahimaj,Welterweight,5.83,170,73,26,8,2,0
David Branch,Middleweight,6.08,185,78,38,22,6,0
Diego Brandao,Featherweight,5.58,145,68,32,24,11,0
Martin Bravo,Featherweight,5.67,145,71,26,12,3,0
Tom Breese,Welterweight,6.25,185,73,28,11,1,0
Charlie Brenneman,Lightweight,5.83,155,72,38,19,8,0
Marcos Brigagao,Light Heavyweight,6.25,205,76,23,11,1,0
Jason Brilz,Light Heavyweight,5.92,205,71,44,18,5,1
Marcus Brimage,Bantamweight,5.33,135,71,34,7,5,0
Henry Briones,Bantamweight,5.67,135,69,39,19,8,1
Antwain Britt,Light Heavyweight,6.08,205,77,41,11,5,0
Jonathan Brookins,Featherweight,6.0,145,73,34,14,6,0
Will Brooks,Lightweight,5.83,155,72,33,18,4,0
CM Punk,Welterweight,6.08,170,73,40,0,2,0
Jarred Brooks,Flyweight,5.25,125,62,26,14,2,0
Rob Broughton,Heavyweight,6.17,265,74,36,15,7,1
Matt Brown,Welterweight,6.0,170,75,38,23,16,0
Mike Brown,Featherweight,5.5,145,70,44,26,9,0
Randy Brown,Welterweight,6.25,170,78,29,11,3,0
Damien Brown,Lightweight,5.83,155,68,34,17,12,0
TJ Brown,Featherweight,5.75,145,72,29,13,6,0
Humberto Brown,Featherweight,5.83,145,71,34,4,5,0
Travis Browne,Heavyweight,6.5,255,79,37,18,7,1
Fernando Bruno,Featherweight,5.5,145,70,37,16,4,0
Derek Brunson,Middleweight,6.08,185,77,35,20,7,0
Dennis Bryant,Light Heavyweight,6.0,205,72,34,5,1,0
Justin Buchholz,Lightweight,6.0,155,73,36,12,6,0
Julia Budd,Women's Featherweight,5.58,145,67,36,3,1,0
Mike Budnik,Featherweight,5.75,145,68,45,11,4,0
Paul Buentello,Heavyweight,6.17,245,77,45,29,14,0
Wuliji Buren,Bantamweight,5.75,135,69,30,10,7,0
Shane Burgos,Featherweight,5.92,145,75,28,12,1,0
Joshua Burkman,Welterweight,5.83,170,72,39,29,17,0
Mads Burnell,Featherweight,5.67,145,69,25,9,3,0
Kevin Burns,Welterweight,5.83,170,74,39,9,5,0
Gilbert Burns,Lightweight,5.83,155,71,33,17,3,0
Herbert Burns,Featherweight,5.75,145,74,31,8,2,0
Nah-Shon Burrell,Welterweight,5.92,170,73,29,9,3,0
Martin Buschkamp,Featherweight,5.75,145,70,28,9,0,0
Bubba Bush,Middleweight,6.0,185,73,34,8,3,0
JP Buys,Flyweight,5.5,125,66,23,4,1,0
Charles Byrd,Middleweight,5.83,185,73,36,10,6,0
Yan Cabral,Lightweight,5.92,155,73,36,12,3,0
Alex Caceres,Featherweight,5.83,145,73,31,15,12,0
Priscila Cachoeira,Women's Flyweight,5.58,125,65,31,8,3,0
Joanne Calderwood,Women's Flyweight,5.5,125,65,33,14,4,0
Cynthia Calvillo,Women's Strawweight,5.33,115,64,32,8,1,0
Frank Camacho,Lightweight,5.83,170,73,30,22,7,0
Fabricio Camoes,Lightweight,5.83,155,73,40,14,9,1
Chris Camozzi,Middleweight,6.17,185,76,32,24,13,0
Brian Camozzi,Welterweight,6.17,170,78,28,7,5,0
Shane Campbell,Lightweight,6.0,155,71,32,12,6,0
Will Campuzano,Flyweight,5.75,125,70,33,13,6,0
Aleksa Camur,Light Heavyweight,6.08,205,75,24,4,0,0
Chico Camus,Bantamweight,5.5,125,66,34,14,7,0
Carlos Candelario,Flyweight,5.67,125,67,28,6,0,0
Luiz Cane,Middleweight,6.17,185,77,38,12,5,0
Guido Cannetti,Bantamweight,5.5,135,68,39,8,5,0
Jared Cannonier,Middleweight,5.92,185,77,35,13,4,0
Steve Cantwell,Middleweight,6.17,185,75,32,7,6,0
Phil Caracappa,Bantamweight,5.67,135,70,27,8,1,0
Bryan Caraway,Bantamweight,5.67,135,68,35,21,10,0
Chris Cariaso,Flyweight,5.25,125,63,38,17,8,0
Antonio Carlos Junior,Middleweight,6.17,185,79,29,11,4,0
Francis Carmont,Middleweight,6.25,205,78,38,23,10,0
Liz Carmouche,Women's Flyweight,5.5,125,66,35,13,7,0
Roan Carneiro,Welterweight,5.92,170,74,41,21,11,0
Renato Moicano,Featherweight,5.92,145,72,30,13,3,1
Ariane Carnelossi,Women's Strawweight,5.17,115,61,26,12,2,0
Luana Carolina,Women's Flyweight,5.5,125,69,26,6,1,0
Cain Carrizosa,Lightweight,5.67,155,74,33,6,2,0
Antonio Carvalho,Featherweight,5.75,145,68,40,15,6,0
Shane Carwin,Heavyweight,6.17,265,80,44,12,2,0
Johnny Case,Lightweight,5.83,155,72,30,22,6,0
Kevin Casey,Middleweight,5.92,185,77,38,9,5,1
Cortney Casey,Women's Strawweight,5.58,115,67,32,8,7,0
John Castaneda,Bantamweight,5.58,135,70,27,13,2,0
Danny Castillo,Lightweight,5.75,155,71,40,17,10,0
Nick Catone,Middleweight,6.0,185,72,38,10,4,0
Gesias Cavalcante,Lightweight,5.67,155,71,36,16,5,1
Rafael Feijao,Light Heavyweight,6.08,205,73,39,12,7,0
Magnus Cedenblad,Middleweight,6.42,185,79,37,14,5,0
Yosdenis Cedeno,Lightweight,5.67,155,69,34,10,5,1
Henry Cejudo,Bantamweight,5.33,135,64,32,15,2,0
Adam Cella,Middleweight,6.17,170,78,34,4,2,0
Donald Cerrone,Welterweight,6.08,155,73,36,36,13,0
Luan Chagas,Welterweight,6.0,170,75,26,15,3,1
Alex Chambers,Women's Strawweight,5.25,115,63,40,5,5,0
Ernest Chavez,Lightweight,5.67,145,70,36,8,2,0
Mark Cherico,Featherweight,5.58,145,69,33,11,1,0
Macy Chiasson,Women's Bantamweight,5.92,135,72,28,6,1,0
Michael Chiesa,Lightweight,6.08,170,75,31,16,4,0
Giga Chikadze,Women's Featherweight,6.0,145,74,31,8,1,1
Dooho Choi,Featherweight,5.83,145,70,28,14,3,0
SeungWoo Choi,Featherweight,6.0,145,74,26,7,3,0
John Cholish,Lightweight,5.92,155,72,35,8,3,0
Ryo Chonan,Welterweight,5.75,170,70,43,20,12,0
Katlyn Chookagian,Women's Flyweight,5.75,125,68,30,12,2,0
Will Chope,Featherweight,6.33,145,76,29,19,6,0
Joachim Christensen,Light Heavyweight,6.25,205,76,40,14,6,0
Anthony Christodoulou,Lightweight,5.75,155,72,32,12,6,0
Hannah Cifers,Women's Strawweight,5.08,115,62,27,10,3,0
Misha Cirkunov,Light Heavyweight,6.25,205,77,32,15,5,0
Heather Jo Clark,Women's Strawweight,5.5,115,64,39,7,6,0
Devin Clark,Light Heavyweight,6.0,205,75,29,10,4,0
Jessica-Rose Clark,Women's Flyweight,5.42,125,64,31,9,5,0
Mitch Clarke,Lightweight,5.83,155,73,33,11,5,0
Rich Clementi,Lightweight,5.75,155,72,43,40,20,1
Chris Clements,Welterweight,5.83,170,70,43,12,6,0
Josh Clopton,Featherweight,5.5,145,68,38,6,2,1
Marloes Coenen,Featherweight,5.75,145,67,38,21,5,0
John Cofer,Lightweight,5.75,155,73,35,7,4,0
Felipe Colares,Featherweight,5.67,135,69,25,9,1,0
Mark Coleman,Light Heavyweight,6.08,205,75,54,16,10,0
Clay Collard,Featherweight,5.92,145,73,26,14,7,0
Jamie Colleen,Women's Strawweight,5.25,115,65,33,4,1,0
Jake Collier,Light Heavyweight,6.25,205,78,30,11,4,0
Christian Colombo,Heavyweight,6.42,265,80,39,8,3,1
Carlos Condit,Welterweight,6.17,170,75,35,30,13,0
Tristan Connelly,Welterweight,5.83,170,68,33,14,6,0
Amanda Cooper,Women's Strawweight,5.25,115,64,28,4,5,0
Chris Cope,Welterweight,6.0,170,72,36,5,4,0
Josh Copeland,Heavyweight,6.08,265,75,37,9,2,0
Michael Cora,Welterweight,6.08,170,77,30,4,1,0
Akira Corassani,Featherweight,5.67,145,68,37,14,7,0
Daniel Cormier,Heavyweight,5.92,235,72,40,22,2,0
Bethe Correia,Women's Bantamweight,5.42,135,64,36,11,4,1
Randy Costa,Bantamweight,5.75,135,73,25,5,1,0
Patrick Cote,Welterweight,5.92,170,71,39,24,11,0
JC Cottrell,Lightweight,5.75,155,71,29,17,5,0
JR Coughran,Featherweight,5.5,145,71,25,6,1,0
Rashad Coulter,Heavyweight,5.92,205,76,37,9,4,0
Randy Couture,Heavyweight,6.08,205,75,56,19,11,0
Ryan Couture,Lightweight,5.83,155,75,37,7,3,0
Colby Covington,Welterweight,5.92,170,72,31,15,1,0
Nathan Coy,Welterweight,5.83,170,69,41,15,7,0
Andrew Craig,Welterweight,6.08,170,76,33,9,4,0
Paul Craig,Light Heavyweight,6.25,205,76,31,12,4,0
Tim Credeur,Middleweight,6.25,185,75,42,12,4,0
Allen Crowder,Heavyweight,6.25,245,76,29,10,4,0
Daron Cruickshank,Lightweight,5.67,155,72,34,16,8,0
Jimmy Crute,Light Heavyweight,6.17,205,74,23,10,1,0
Dominick Cruz,Bantamweight,5.67,135,68,34,22,2,0
Aalon Cruz,Featherweight,6.0,145,78,30,7,2,0
Zak Cummings,Middleweight,6.0,185,75,35,23,7,0
Patrick Cummins,Light Heavyweight,6.17,205,76,38,10,7,0
Luke Cummo,Welterweight,6.0,170,74,39,6,6,0
Alton Cunningham,Light Heavyweight,6.17,205,77,26,7,1,0
Jeff Curran,Bantamweight,5.5,135,69,42,35,15,1
Kailin Curran,Women's Strawweight,5.33,115,65,28,4,6,0
Ion Cutelaba,Light Heavyweight,6.08,205,75,25,15,4,0
Jussier Formiga,Flyweight,5.42,125,67,34,23,6,0
Claudio Silva,Welterweight,5.92,170,71,37,14,1,0
Henrique da Silva,Light Heavyweight,6.25,205,76,30,14,5,0
Alex Da Silva,Lightweight,5.67,155,73,23,21,2,0
Nicolas Dalby,Welterweight,5.92,170,74,34,18,3,1
Paul Daley,Welterweight,5.75,170,76,36,31,11,2
Aisling Daly,Women's Strawweight,5.17,115,64,31,16,6,0
Rodrigo Damm,Lightweight,5.58,155,71,39,12,9,0
Cindy Dandois,Women's Bantamweight,5.58,135,68,34,8,3,0
Jarjis Danho,Heavyweight,6.25,265,74,36,6,1,1
Mac Danzig,Lightweight,5.67,155,70,39,22,12,1
Karen Darabedyan,Lightweight,5.58,155,68,32,9,4,0
Beneil Dariush,Lightweight,5.83,155,72,30,16,4,1
Kyle Daukaus,Middleweight,6.25,185,76,26,6,0,0
Marcus Davis,Welterweight,5.83,170,70,46,20,9,0
LC Davis,Bantamweight,5.67,135,69,38,17,4,0
Phil Davis,Light Heavyweight,6.17,205,79,35,13,3,0
Alexis Davis,Women's Flyweight,5.5,125,68,35,19,10,0
Brandon Davis,Bantamweight,5.83,135,72,29,10,8,0
Mike Davis,Lightweight,6.0,155,72,27,8,2,0
Hakeem Dawodu,Featherweight,5.67,145,73,28,10,1,1
Grant Dawson,Featherweight,5.83,145,72,25,14,1,0
Jason Day,Middleweight,6.0,185,72,38,19,12,0
Martin Day,Bantamweight,5.83,135,73,30,8,3,0
Yorgan De Castro,Heavyweight,6.0,250,74,32,6,0,0
Geraldo de Freitas,Featherweight,5.58,135,72,28,12,5,0
Philip De Fries,Heavyweight,6.42,250,82,33,9,3,0
Chris de la Rocha,Heavyweight,6.25,250,80,40,5,3,0
Montana De La Rosa,Women's Flyweight,5.58,125,68,24,10,5,0
Mark De La Rosa,Bantamweight,5.5,135,65,25,11,3,0
Mike de la Torre,Featherweight,5.92,145,71,33,14,7,0
Rodrigo de Lima,Lightweight,5.58,155,75,28,8,3,1
Jorge de Oliveira,Lightweight,5.67,155,71,39,7,2,0
Germaine de Randamie,Women's Bantamweight,5.75,135,71,35,9,3,0
Tom DeBlass,Middleweight,6.0,185,75,37,7,2,0
Shane del Rosario,Heavyweight,6.33,250,79,36,11,2,0
Rolando Delgado,Lightweight,6.25,155,77,37,11,5,1
Roland Delorme,Bantamweight,5.75,135,71,35,9,4,0
Jon Delos Reyes,Flyweight,5.5,125,67,32,8,5,0
Chris Dempsey,Light Heavyweight,5.83,185,72,32,11,4,0
Jason Dent,Lightweight,5.83,155,71,39,21,12,0
Mackenzie Dern,Women's Strawweight,5.33,115,63,26,7,1,0
Tony DeSouza,Welterweight,6.0,170,70,45,10,4,0
Alessio Di Chirico,Middleweight,6.0,185,74,29,12,4,0
Micol Di Segni,Women's Strawweight,5.25,115,60,31,7,2,0
Cyrille Diabate,Light Heavyweight,6.5,205,81,46,20,10,3
Marc Diakiese,Lightweight,5.83,155,73,26,14,3,0
Tyler Diamond,Featherweight,5.58,145,69,28,9,2,0
Hacran Dias,Lightweight,5.67,155,69,35,23,6,1
Nick Diaz,Welterweight,6.08,185,76,36,26,9,0
Nate Diaz,Welterweight,6.0,170,76,34,21,11,0
Seth Dikun,Bantamweight,5.83,135,69,39,7,4,0
TJ Dillashaw,Bantamweight,5.5,125,67,33,17,4,0
Rico DiSciullo,Bantamweight,5.67,135,71,33,9,1,0
Russell Doane,Bantamweight,5.58,135,70,33,15,8,0
Drew Dober,Lightweight,5.67,155,70,31,21,9,0
Shana Dobson,Women's Flyweight,5.5,125,69,30,3,3,0
John Dodson,Bantamweight,5.25,135,66,35,21,11,0
Joe Doerksen,Middleweight,6.0,185,75,42,47,16,0
CB Dollaway,Middleweight,6.17,185,76,36,18,10,0
Cody Donovan,Light Heavyweight,6.25,205,74,38,8,5,0
Rafael Dos Anjos,Welterweight,5.67,170,70,34,29,12,0
Junior Dos Santos,Heavyweight,6.33,238,77,35,21,6,0
Antonio Dos Santos,Middleweight,5.83,185,72,31,6,3,0
Anderson Dos Santos,Featherweight,5.42,135,70,34,20,8,0
Tiago Trator,Featherweight,5.75,145,70,32,20,6,2
Danny Downes,Lightweight,6.0,155,72,33,8,3,0
Tomasz Drwal,Middleweight,6.08,205,76,37,19,4,1
Robert Drysdale,Light Heavyweight,6.25,205,78,38,6,0,0
Milana Dudieva,Women's Bantamweight,5.25,135,61,30,11,5,0
Todd Duffee,Heavyweight,6.25,260,78,33,9,3,0
Joe Duffy,Lightweight,5.83,155,73,31,16,4,0
Alexis Dufresne,Women's Bantamweight,5.75,135,68,29,5,4,0
Jessamyn Duke,Women's Bantamweight,5.92,135,73,33,3,3,0
Evan Dunham,Lightweight,5.83,155,70,37,18,8,1
Tom Duquesnoy,Bantamweight,5.58,135,68,26,16,2,0
Reuben Duran,Bantamweight,5.58,135,69,36,8,5,1
Luiz Dutra,Welterweight,5.92,170,71,37,11,4,1
Rilley Dutro,Flyweight,5.67,125,70,32,14,3,0
Merab Dvalishvili,Bantamweight,5.5,135,68,28,9,4,0
Matt Dwyer,Welterweight,6.33,170,76,29,8,4,0
Rolando Dy,Featherweight,5.67,145,69,29,9,7,1
Cody East,Heavyweight,6.25,245,74,31,12,3,0
Marvin Eastman,Middleweight,5.75,185,73,48,17,14,1
Mike Easton,Bantamweight,5.5,135,70,35,13,5,0
Brian Ebersole,Welterweight,6.0,170,73,38,51,17,1
Mark Eddiva,Featherweight,5.67,145,68,33,6,3,0
Frankie Edgar,Featherweight,5.5,145,68,38,22,7,1
Abdul-Kerim Edilov,Light Heavyweight,6.17,205,78,27,17,4,0
Johnny Eduardo,Bantamweight,5.58,135,71,41,28,12,0
Yves Edwards,Lightweight,5.75,155,73,43,42,22,1
Justin Edwards,Welterweight,5.83,155,70,36,9,5,0
Leon Edwards,Welterweight,6.17,170,74,28,18,3,0
Te Edwards,Lightweight,5.67,155,72,29,6,3,0
Darren Elkins,Featherweight,5.83,145,71,35,25,8,0
Jake Ellenberger,Welterweight,5.75,170,71,34,31,15,0
Joe Ellenberger,Lightweight,5.75,155,72,34,15,2,0
Tim Elliott,Bantamweight,5.58,135,66,32,16,9,1
Lisa Ellis,Women's Strawweight,5.33,115,62,36,15,10,0
Anna Elmose,Women's Strawweight,5.25,115,65,35,3,2,0
Ramazan Emeev,Welterweight,5.83,170,76,32,18,3,0
Fedor Emelianenko,Heavyweight,6.0,230,74,43,34,4,0
Rob Emerson,Lightweight,5.75,155,70,38,11,10,0
Jamall Emmers,Featherweight,5.83,145,74,30,13,3,0
Josh Emmett,Featherweight,5.5,145,70,34,15,2,0
Oliver Enkamp,Welterweight,6.0,170,77,28,7,2,0
Alex Enlund,Featherweight,5.83,145,73,32,14,2,0
Ian Entwistle,Bantamweight,5.42,135,64,32,9,3,0
Andy Enz,Middleweight,6.25,185,78,28,8,3,0
Konstantin Erokhin,Heavyweight,5.92,230,73,36,9,3,0
Julian Erosa,Featherweight,6.08,145,74,30,22,9,0
Cole Escovedo,Bantamweight,5.58,135,72,38,17,8,0
Efrain Escudero,Lightweight,5.75,155,70,33,25,11,0
Carla Esparza,Women's Strawweight,5.08,115,63,32,16,6,0
Juan Espino,Heavyweight,6.33,250,82,39,10,1,0
Jordan Espinosa,Flyweight,5.5,125,69,29,14,6,0
Jodie Esquibel,Women's Strawweight,5.08,115,64,33,6,6,0
Terry Etim,Lightweight,6.08,155,73,33,15,5,0
Sijara Eubanks,Women's Flyweight,5.33,135,67,34,5,4,0
Billy Evangelista,Lightweight,5.67,155,68,39,11,2,0
Rashad Evans,Light Heavyweight,6.0,205,75,40,24,8,1
Ashlee Evans-Smith,Women's Flyweight,5.67,125,67,32,6,4,0
Tonya Evinger,Women's Bantamweight,5.58,135,70,38,19,8,0
Movsar Evloev,Featherweight,5.58,145,72,25,11,0,0
Andre Ewell,Bantamweight,5.67,135,75,31,15,6,0
Jessica Eye,Women's Bantamweight,5.5,125,66,33,14,7,0
